Flux	Ic
-1.35336	0.210913
-1.35236	0.210742
-1.35136	0.210569
-1.35036	0.210393
-1.34937	0.210215
-1.34837	0.210035
-1.34737	0.209852
-1.34637	0.209667
-1.34537	0.20948
-1.34437	0.20929
-1.34337	0.209098
-1.34237	0.208904
-1.34137	0.208707
-1.34037	0.208508
-1.33937	0.208306
-1.33837	0.208102
-1.33737	0.207896
-1.33637	0.207687
-1.33537	0.207476
-1.33437	0.207263
-1.33337	0.207047
-1.33237	0.206829
-1.33137	0.206609
-1.33037	0.206386
-1.32937	0.206161
-1.32837	0.205933
-1.32737	0.205703
-1.32637	0.205471
-1.32537	0.205236
-1.32437	0.204999
-1.32337	0.204759
-1.32237	0.204518
-1.32137	0.204273
-1.32037	0.204027
-1.31937	0.203778
-1.31837	0.203526
-1.31737	0.203272
-1.31637	0.203016
-1.31537	0.202757
-1.31437	0.202496
-1.31337	0.202233
-1.31237	0.201967
-1.31137	0.201699
-1.31037	0.201428
-1.30937	0.201155
-1.30837	0.200879
-1.30737	0.200602
-1.30637	0.200321
-1.30537	0.200039
-1.30437	0.199753
-1.30337	0.199466
-1.30237	0.199176
-1.30137	0.198884
-1.30037	0.198589
-1.29937	0.198292
-1.29837	0.197992
-1.29737	0.19769
-1.29637	0.197385
-1.29537	0.197078
-1.29437	0.196769
-1.29337	0.196457
-1.29237	0.196143
-1.29137	0.195827
-1.29037	0.195508
-1.28937	0.195186
-1.28837	0.194862
-1.28737	0.194536
-1.28637	0.194207
-1.28537	0.193876
-1.28437	0.193542
-1.28337	0.193206
-1.28237	0.192868
-1.28137	0.192527
-1.28037	0.192184
-1.27937	0.191838
-1.27837	0.19149
-1.27737	0.191139
-1.27637	0.190786
-1.27537	0.19043
-1.27437	0.190072
-1.27337	0.189712
-1.27237	0.189349
-1.27137	0.188984
-1.27037	0.188616
-1.26937	0.188246
-1.26837	0.187873
-1.26737	0.187498
-1.26637	0.18712
-1.26537	0.18674
-1.26437	0.186358
-1.26337	0.185973
-1.26237	0.185585
-1.26137	0.185196
-1.26037	0.184803
-1.25937	0.184409
-1.25837	0.184011
-1.25737	0.183612
-1.25637	0.18321
-1.25537	0.182805
-1.25437	0.182398
-1.25337	0.181989
-1.25237	0.181577
-1.25137	0.181163
-1.25037	0.180746
-1.24938	0.180327
-1.24838	0.179905
-1.24738	0.179481
-1.24638	0.179054
-1.24538	0.178625
-1.24438	0.178193
-1.24338	0.177759
-1.24238	0.177323
-1.24138	0.176884
-1.24038	0.176443
-1.23938	0.175999
-1.23838	0.175553
-1.23738	0.175104
-1.23638	0.174653
-1.23538	0.174199
-1.23438	0.173743
-1.23338	0.173284
-1.23238	0.172823
-1.23138	0.17236
-1.23038	0.171894
-1.22938	0.171425
-1.22838	0.170954
-1.22738	0.170481
-1.22638	0.170005
-1.22538	0.169527
-1.22438	0.169046
-1.22338	0.168563
-1.22238	0.168078
-1.22138	0.16759
-1.22038	0.167099
-1.21938	0.166606
-1.21838	0.166111
-1.21738	0.165613
-1.21638	0.165112
-1.21538	0.164609
-1.21438	0.164104
-1.21338	0.163596
-1.21238	0.163086
-1.21138	0.162574
-1.21038	0.162058
-1.20938	0.161541
-1.20838	0.161021
-1.20738	0.160498
-1.20638	0.159973
-1.20538	0.159446
-1.20438	0.158916
-1.20338	0.158384
-1.20238	0.157849
-1.20138	0.157312
-1.20038	0.156772
-1.19938	0.15623
-1.19838	0.155686
-1.19738	0.155139
-1.19638	0.154589
-1.19538	0.154037
-1.19438	0.153483
-1.19338	0.152926
-1.19238	0.152367
-1.19138	0.151805
-1.19038	0.151241
-1.18938	0.150675
-1.18838	0.150105
-1.18738	0.149534
-1.18638	0.14896
-1.18538	0.148384
-1.18438	0.147805
-1.18338	0.147224
-1.18238	0.14664
-1.18138	0.146054
-1.18038	0.145465
-1.17938	0.144874
-1.17838	0.144281
-1.17738	0.143685
-1.17638	0.143087
-1.17538	0.142486
-1.17438	0.141883
-1.17338	0.141277
-1.17238	0.140669
-1.17138	0.140059
-1.17038	0.139446
-1.16938	0.138831
-1.16838	0.138213
-1.16738	0.137593
-1.16638	0.13697
-1.16538	0.136345
-1.16438	0.135718
-1.16338	0.135088
-1.16238	0.134456
-1.16138	0.133821
-1.16038	0.133184
-1.15938	0.132544
-1.15838	0.131902
-1.15738	0.131258
-1.15638	0.130611
-1.15538	0.129962
-1.15438	0.12931
-1.15338	0.128656
-1.15238	0.128
-1.15138	0.127341
-1.15038	0.12668
-1.14939	0.126016
-1.14839	0.12535
-1.14739	0.124682
-1.14639	0.124011
-1.14539	0.123338
-1.14439	0.122662
-1.14339	0.121984
-1.14239	0.121304
-1.14139	0.120621
-1.14039	0.119936
-1.13939	0.119248
-1.13839	0.118558
-1.13739	0.117866
-1.13639	0.117171
-1.13539	0.116474
-1.13439	0.115774
-1.13339	0.115072
-1.13239	0.114368
-1.13139	0.113661
-1.13039	0.112952
-1.12939	0.112241
-1.12839	0.111527
-1.12739	0.110811
-1.12639	0.110092
-1.12539	0.109372
-1.12439	0.108648
-1.12339	0.107923
-1.12239	0.107195
-1.12139	0.106464
-1.12039	0.105732
-1.11939	0.104997
-1.11839	0.104259
-1.11739	0.10352
-1.11639	0.102777
-1.11539	0.102033
-1.11439	0.101286
-1.11339	0.100537
-1.11239	0.0997856
-1.11139	0.0990318
-1.11039	0.0982757
-1.10939	0.0975172
-1.10839	0.0967564
-1.10739	0.0959932
-1.10639	0.0952277
-1.10539	0.0944599
-1.10439	0.0936898
-1.10339	0.0929174
-1.10239	0.0921426
-1.10139	0.0913655
-1.10039	0.0905861
-1.09939	0.0898044
-1.09839	0.0890203
-1.09739	0.088234
-1.09639	0.0874453
-1.09539	0.0866544
-1.09439	0.0858611
-1.09339	0.0850655
-1.09239	0.0842677
-1.09139	0.0834675
-1.09039	0.0826651
-1.08939	0.0818603
-1.08839	0.0810533
-1.08739	0.080244
-1.08639	0.0794324
-1.08539	0.0786185
-1.08439	0.0778023
-1.08339	0.0769839
-1.08239	0.0761632
-1.08139	0.0753402
-1.08039	0.0745149
-1.07939	0.0736874
-1.07839	0.0728576
-1.07739	0.0720256
-1.07639	0.0711913
-1.07539	0.0703547
-1.07439	0.0695159
-1.07339	0.0686749
-1.07239	0.0678316
-1.07139	0.066986
-1.07039	0.0661382
-1.06939	0.0652882
-1.06839	0.0644359
-1.06739	0.0635814
-1.06639	0.0627246
-1.06539	0.0618657
-1.06439	0.0610045
-1.06339	0.060141
-1.06239	0.0592754
-1.06139	0.0584075
-1.06039	0.0575375
-1.05939	0.0566652
-1.05839	0.0557907
-1.05739	0.054914
-1.05639	0.0540351
-1.05539	0.053154
-1.05439	0.0522707
-1.05339	0.0513852
-1.05239	0.0504975
-1.05139	0.0496076
-1.05039	0.0487156
-1.0494	0.0478213
-1.0484	0.0469249
-1.0474	0.0460263
-1.0464	0.0451256
-1.0454	0.0442226
-1.0444	0.0433175
-1.0434	0.0424102
-1.0424	0.0415008
-1.0414	0.0405892
-1.0404	0.0396755
-1.0394	0.0387596
-1.0384	0.0378416
-1.0374	0.0369214
-1.0364	0.0359991
-1.0354	0.0350746
-1.0344	0.034148
-1.0334	0.0332193
-1.0324	0.0322884
-1.0314	0.0313554
-1.0304	0.0304203
-1.0294	0.0294831
-1.0284	0.0285438
-1.0274	0.0276024
-1.0264	0.0266588
-1.0254	0.0257132
-1.0244	0.0247654
-1.0234	0.0238155
-1.0224	0.0228636
-1.0214	0.0219096
-1.0204	0.0209534
-1.0194	0.0199952
-1.0184	0.019035
-1.0174	0.0180726
-1.0164	0.0171082
-1.0154	0.0161417
-1.0144	0.0151731
-1.0134	0.0142025
-1.0124	0.0132298
-1.0114	0.012255
-1.0104	0.0112783
-1.0094	0.0102994
-1.0084	0.00931854
-1.0074	0.00833562
-1.0064	0.00735067
-1.0054	0.00636368
-1.0044	0.00537466
-1.0034	0.00438363
-1.0024	0.00339057
-1.0014	0.00239549
-1.0004	0.0013984
-0.9994	0.000399301
-0.9984	0.000601802
-0.9974	0.00160491
-0.9964	0.00261001
-0.9954	0.00361711
-0.994401	0.00462619
-0.993401	0.00563726
-0.992401	0.00665031
-0.991401	0.00766534
-0.990401	0.00868235
-0.989401	0.00970132
-0.988401	0.0107223
-0.987401	0.0117452
-0.986401	0.01277
-0.985401	0.0137968
-0.984402	0.0148256
-0.983402	0.0158563
-0.982402	0.0168889
-0.981402	0.0179235
-0.980402	0.01896
-0.979402	0.0199985
-0.978402	0.0210389
-0.977402	0.0220812
-0.976402	0.0231254
-0.975402	0.0241715
-0.974403	0.0252195
-0.973403	0.0262694
-0.972403	0.0273213
-0.971403	0.028375
-0.970403	0.0294306
-0.969403	0.0304881
-0.968403	0.0315475
-0.967403	0.0326088
-0.966403	0.0336719
-0.965403	0.0347369
-0.964404	0.0358038
-0.963404	0.0368725
-0.962404	0.0379431
-0.961404	0.0390155
-0.960404	0.0400898
-0.959404	0.0411659
-0.958404	0.0422439
-0.957404	0.0433237
-0.956404	0.0444053
-0.955404	0.0454888
-0.954405	0.046574
-0.953405	0.0476611
-0.952405	0.04875
-0.951405	0.0498407
-0.950405	0.0509332
-0.949405	0.0520275
-0.948405	0.0531236
-0.947405	0.0542215
-0.946405	0.0553212
-0.945405	0.0564226
-0.944406	0.0575258
-0.943406	0.0586308
-0.942406	0.0597376
-0.941406	0.0608461
-0.940406	0.0619563
-0.939406	0.0630683
-0.938406	0.0641821
-0.937406	0.0652976
-0.936406	0.0664148
-0.935406	0.0675338
-0.934407	0.0686545
-0.933407	0.0697769
-0.932407	0.0709011
-0.931407	0.0720269
-0.930407	0.0731545
-0.929407	0.0742837
-0.928407	0.0754147
-0.927407	0.0765473
-0.926407	0.0776816
-0.925407	0.0788177
-0.924408	0.0799553
-0.923408	0.0810947
-0.922408	0.0822357
-0.921408	0.0833784
-0.920408	0.0845228
-0.919408	0.0856688
-0.918408	0.0868164
-0.917408	0.0879657
-0.916408	0.0891167
-0.915408	0.0902692
-0.914409	0.0914234
-0.913409	0.0925792
-0.912409	0.0937367
-0.911409	0.0948957
-0.910409	0.0960563
-0.909409	0.0972186
-0.908409	0.0983824
-0.907409	0.0995479
-0.906409	0.100715
-0.905409	0.101883
-0.90441	0.103054
-0.90341	0.104225
-0.90241	0.105399
-0.90141	0.106574
-0.90041	0.10775
-0.89941	0.108928
-0.89841	0.110108
-0.89741	0.111289
-0.89641	0.112471
-0.89541	0.113655
-0.894411	0.114841
-0.893411	0.116028
-0.892411	0.117217
-0.891411	0.118407
-0.890411	0.119599
-0.889411	0.120792
-0.888411	0.121986
-0.887411	0.123183
-0.886411	0.12438
-0.885411	0.125579
-0.884412	0.12678
-0.883412	0.127982
-0.882412	0.129185
-0.881412	0.13039
-0.880412	0.131597
-0.879412	0.132805
-0.878412	0.134014
-0.877412	0.135225
-0.876412	0.136437
-0.875412	0.13765
-0.874413	0.138865
-0.873413	0.140082
-0.872413	0.141299
-0.871413	0.142518
-0.870413	0.143739
-0.869413	0.144961
-0.868413	0.146184
-0.867413	0.147409
-0.866413	0.148635
-0.865413	0.149862
-0.864414	0.151091
-0.863414	0.152321
-0.862414	0.153553
-0.861414	0.154786
-0.860414	0.15602
-0.859414	0.157255
-0.858414	0.158492
-0.857414	0.15973
-0.856414	0.160969
-0.855414	0.16221
-0.854415	0.163452
-0.853415	0.164695
-0.852415	0.16594
-0.851415	0.167186
-0.850415	0.168433
-0.849415	0.169681
-0.848415	0.170931
-0.847415	0.172182
-0.846415	0.173434
-0.845415	0.174688
-0.844416	0.175942
-0.843416	0.177198
-0.842416	0.178455
-0.841416	0.179714
-0.840416	0.180973
-0.839416	0.182234
-0.838416	0.183496
-0.837416	0.184759
-0.836416	0.186024
-0.835416	0.187289
-0.834417	0.188556
-0.833417	0.189824
-0.832417	0.191093
-0.831417	0.192363
-0.830417	0.193635
-0.829417	0.194907
-0.828417	0.196181
-0.827417	0.197456
-0.826417	0.198731
-0.825417	0.200009
-0.824418	0.201287
-0.823418	0.202566
-0.822418	0.203846
-0.821418	0.205128
-0.820418	0.206411
-0.819418	0.207694
-0.818418	0.208979
-0.817418	0.210265
-0.816418	0.211552
-0.815418	0.21284
-0.814419	0.214129
-0.813419	0.215419
-0.812419	0.21671
-0.811419	0.218002
-0.810419	0.219295
-0.809419	0.220589
-0.808419	0.221885
-0.807419	0.223181
-0.806419	0.224478
-0.805419	0.225776
-0.80442	0.227076
-0.80342	0.228376
-0.80242	0.229677
-0.80142	0.230979
-0.80042	0.232282
-0.79942	0.233586
-0.79842	0.234892
-0.79742	0.236198
-0.79642	0.237504
-0.79542	0.238812
-0.794421	0.240121
-0.793421	0.241431
-0.792421	0.242742
-0.791421	0.244053
-0.790421	0.245366
-0.789421	0.246679
-0.788421	0.247993
-0.787421	0.249308
-0.786421	0.250624
-0.785421	0.251941
-0.784422	0.253259
-0.783422	0.254577
-0.782422	0.255897
-0.781422	0.257217
-0.780422	0.258538
-0.779422	0.25986
-0.778422	0.261183
-0.777422	0.262507
-0.776422	0.263831
-0.775422	0.265156
-0.774423	0.266482
-0.773423	0.267809
-0.772423	0.269136
-0.771423	0.270465
-0.770423	0.271794
-0.769423	0.273124
-0.768423	0.274454
-0.767423	0.275786
-0.766423	0.277118
-0.765423	0.278451
-0.764424	0.279784
-0.763424	0.281119
-0.762424	0.282454
-0.761424	0.28379
-0.760424	0.285126
-0.759424	0.286463
-0.758424	0.287801
-0.757424	0.289139
-0.756424	0.290479
-0.755424	0.291819
-0.754425	0.293159
-0.753425	0.2945
-0.752425	0.295842
-0.751425	0.297185
-0.750425	0.298528
-0.749425	0.299871
-0.748425	0.301216
-0.747425	0.302561
-0.746425	0.303906
-0.745425	0.305253
-0.744426	0.306599
-0.743426	0.307947
-0.742426	0.309295
-0.741426	0.310643
-0.740426	0.311992
-0.739426	0.313342
-0.738426	0.314692
-0.737426	0.316043
-0.736426	0.317394
-0.735426	0.318746
-0.734427	0.320098
-0.733427	0.321451
-0.732427	0.322804
-0.731427	0.324158
-0.730427	0.325513
-0.729427	0.326868
-0.728427	0.328223
-0.727427	0.329579
-0.726427	0.330935
-0.725427	0.332292
-0.724428	0.333649
-0.723428	0.335007
-0.722428	0.336365
-0.721428	0.337723
-0.720428	0.339082
-0.719428	0.340442
-0.718428	0.341801
-0.717428	0.343162
-0.716428	0.344522
-0.715428	0.345883
-0.714429	0.347245
-0.713429	0.348606
-0.712429	0.349968
-0.711429	0.351331
-0.710429	0.352694
-0.709429	0.354057
-0.708429	0.35542
-0.707429	0.356784
-0.706429	0.358149
-0.705429	0.359513
-0.70443	0.360878
-0.70343	0.362243
-0.70243	0.363608
-0.70143	0.364974
-0.70043	0.36634
-0.69943	0.367707
-0.69843	0.369073
-0.69743	0.37044
-0.69643	0.371807
-0.69543	0.373174
-0.694431	0.374542
-0.693431	0.37591
-0.692431	0.377278
-0.691431	0.378646
-0.690431	0.380015
-0.689431	0.381383
-0.688431	0.382752
-0.687431	0.384121
-0.686431	0.38549
-0.685431	0.38686
-0.684432	0.38823
-0.683432	0.389599
-0.682432	0.390969
-0.681432	0.392339
-0.680432	0.39371
-0.679432	0.39508
-0.678432	0.39645
-0.677432	0.397821
-0.676432	0.399192
-0.675432	0.400563
-0.674433	0.401933
-0.673433	0.403304
-0.672433	0.404676
-0.671433	0.406047
-0.670433	0.407418
-0.669433	0.408789
-0.668433	0.410161
-0.667433	0.411532
-0.666433	0.412903
-0.665433	0.414275
-0.664434	0.415646
-0.663434	0.417018
-0.662434	0.41839
-0.661434	0.419761
-0.660434	0.421133
-0.659434	0.422504
-0.658434	0.423876
-0.657434	0.425247
-0.656434	0.426619
-0.655434	0.42799
-0.654435	0.429361
-0.653435	0.430733
-0.652435	0.432104
-0.651435	0.433475
-0.650435	0.434846
-0.649435	0.436217
-0.648435	0.437588
-0.647435	0.438959
-0.646435	0.44033
-0.645435	0.4417
-0.644436	0.443071
-0.643436	0.444441
-0.642436	0.445811
-0.641436	0.447181
-0.640436	0.448551
-0.639436	0.449921
-0.638436	0.451291
-0.637436	0.45266
-0.636436	0.454029
-0.635436	0.455398
-0.634437	0.456767
-0.633437	0.458136
-0.632437	0.459504
-0.631437	0.460873
-0.630437	0.462241
-0.629437	0.463608
-0.628437	0.464976
-0.627437	0.466343
-0.626437	0.46771
-0.625437	0.469077
-0.624438	0.470444
-0.623438	0.47181
-0.622438	0.473176
-0.621438	0.474542
-0.620438	0.475907
-0.619438	0.477272
-0.618438	0.478637
-0.617438	0.480001
-0.616438	0.481365
-0.615438	0.482729
-0.614439	0.484092
-0.613439	0.485456
-0.612439	0.486818
-0.611439	0.488181
-0.610439	0.489543
-0.609439	0.490904
-0.608439	0.492265
-0.607439	0.493626
-0.606439	0.494987
-0.605439	0.496347
-0.60444	0.497706
-0.60344	0.499066
-0.60244	0.500424
-0.60144	0.501783
-0.60044	0.50314
-0.59944	0.504498
-0.59844	0.505855
-0.59744	0.507211
-0.59644	0.508567
-0.59544	0.509923
-0.594441	0.511278
-0.593441	0.512632
-0.592441	0.513986
-0.591441	0.51534
-0.590441	0.516693
-0.589441	0.518045
-0.588441	0.519397
-0.587441	0.520749
-0.586441	0.5221
-0.585441	0.52345
-0.584442	0.5248
-0.583442	0.526149
-0.582442	0.527497
-0.581442	0.528845
-0.580442	0.530193
-0.579442	0.53154
-0.578442	0.532886
-0.577442	0.534231
-0.576442	0.535576
-0.575442	0.536921
-0.574443	0.538264
-0.573443	0.539607
-0.572443	0.54095
-0.571443	0.542292
-0.570443	0.543633
-0.569443	0.544973
-0.568443	0.546313
-0.567443	0.547652
-0.566443	0.54899
-0.565443	0.550328
-0.564444	0.551664
-0.563444	0.553001
-0.562444	0.554336
-0.561444	0.555671
-0.560444	0.557005
-0.559444	0.558338
-0.558444	0.55967
-0.557444	0.561002
-0.556444	0.562333
-0.555444	0.563663
-0.554445	0.564993
-0.553445	0.566321
-0.552445	0.567649
-0.551445	0.568976
-0.550445	0.570302
-0.549445	0.571627
-0.548445	0.572952
-0.547445	0.574276
-0.546445	0.575598
-0.545445	0.57692
-0.544446	0.578242
-0.543446	0.579562
-0.542446	0.580881
-0.541446	0.5822
-0.540446	0.583517
-0.539446	0.584834
-0.538446	0.58615
-0.537446	0.587465
-0.536446	0.588779
-0.535446	0.590092
-0.534447	0.591404
-0.533447	0.592715
-0.532447	0.594025
-0.531447	0.595335
-0.530447	0.596643
-0.529447	0.59795
-0.528447	0.599257
-0.527447	0.600562
-0.526447	0.601866
-0.525447	0.60317
-0.524448	0.604472
-0.523448	0.605774
-0.522448	0.607074
-0.521448	0.608373
-0.520448	0.609672
-0.519448	0.610969
-0.518448	0.612265
-0.517448	0.61356
-0.516448	0.614854
-0.515448	0.616147
-0.514449	0.617439
-0.513449	0.61873
-0.512449	0.62002
-0.511449	0.621309
-0.510449	0.622596
-0.509449	0.623883
-0.508449	0.625168
-0.507449	0.626452
-0.506449	0.627735
-0.505449	0.629017
-0.50445	0.630298
-0.50345	0.631578
-0.50245	0.632856
-0.50145	0.634133
-0.50045	0.635409
-0.49945	0.636684
-0.49845	0.637958
-0.49745	0.639231
-0.49645	0.640502
-0.49545	0.641772
-0.494451	0.643041
-0.493451	0.644309
-0.492451	0.645575
-0.491451	0.64684
-0.490451	0.648104
-0.489451	0.649367
-0.488451	0.650628
-0.487451	0.651888
-0.486451	0.653147
-0.485451	0.654405
-0.484452	0.655661
-0.483452	0.656916
-0.482452	0.65817
-0.481452	0.659422
-0.480452	0.660673
-0.479452	0.661923
-0.478452	0.663171
-0.477452	0.664418
-0.476452	0.665664
-0.475452	0.666908
-0.474453	0.668151
-0.473453	0.669393
-0.472453	0.670633
-0.471453	0.671872
-0.470453	0.673109
-0.469453	0.674345
-0.468453	0.67558
-0.467453	0.676813
-0.466453	0.678045
-0.465453	0.679275
-0.464454	0.680504
-0.463454	0.681732
-0.462454	0.682958
-0.461454	0.684182
-0.460454	0.685406
-0.459454	0.686627
-0.458454	0.687848
-0.457454	0.689066
-0.456454	0.690283
-0.455454	0.691499
-0.454455	0.692713
-0.453455	0.693926
-0.452455	0.695137
-0.451455	0.696347
-0.450455	0.697555
-0.449455	0.698762
-0.448455	0.699967
-0.447455	0.70117
-0.446455	0.702372
-0.445455	0.703573
-0.444456	0.704772
-0.443456	0.705969
-0.442456	0.707165
-0.441456	0.708359
-0.440456	0.709551
-0.439456	0.710742
-0.438456	0.711931
-0.437456	0.713119
-0.436456	0.714305
-0.435456	0.715489
-0.434457	0.716672
-0.433457	0.717853
-0.432457	0.719033
-0.431457	0.720211
-0.430457	0.721387
-0.429457	0.722561
-0.428457	0.723734
-0.427457	0.724905
-0.426457	0.726074
-0.425457	0.727242
-0.424458	0.728408
-0.423458	0.729572
-0.422458	0.730735
-0.421458	0.731896
-0.420458	0.733055
-0.419458	0.734212
-0.418458	0.735368
-0.417458	0.736522
-0.416458	0.737674
-0.415458	0.738824
-0.414459	0.739973
-0.413459	0.74112
-0.412459	0.742265
-0.411459	0.743408
-0.410459	0.744549
-0.409459	0.745689
-0.408459	0.746827
-0.407459	0.747963
-0.406459	0.749097
-0.405459	0.750229
-0.40446	0.75136
-0.40346	0.752488
-0.40246	0.753615
-0.40146	0.75474
-0.40046	0.755863
-0.39946	0.756984
-0.39846	0.758104
-0.39746	0.759221
-0.39646	0.760337
-0.39546	0.76145
-0.394461	0.762562
-0.393461	0.763672
-0.392461	0.76478
-0.391461	0.765886
-0.390461	0.76699
-0.389461	0.768092
-0.388461	0.769192
-0.387461	0.77029
-0.386461	0.771387
-0.385461	0.772481
-0.384462	0.773574
-0.383462	0.774664
-0.382462	0.775752
-0.381462	0.776839
-0.380462	0.777923
-0.379462	0.779006
-0.378462	0.780086
-0.377462	0.781165
-0.376462	0.782241
-0.375462	0.783316
-0.374463	0.784388
-0.373463	0.785458
-0.372463	0.786527
-0.371463	0.787593
-0.370463	0.788657
-0.369463	0.789719
-0.368463	0.790779
-0.367463	0.791837
-0.366463	0.792893
-0.365463	0.793947
-0.364464	0.794999
-0.363464	0.796049
-0.362464	0.797096
-0.361464	0.798142
-0.360464	0.799185
-0.359464	0.800226
-0.358464	0.801265
-0.357464	0.802302
-0.356464	0.803337
-0.355464	0.80437
-0.354465	0.805401
-0.353465	0.806429
-0.352465	0.807455
-0.351465	0.808479
-0.350465	0.809501
-0.349465	0.810521
-0.348465	0.811538
-0.347465	0.812554
-0.346465	0.813567
-0.345465	0.814578
-0.344466	0.815587
-0.343466	0.816593
-0.342466	0.817597
-0.341466	0.8186
-0.340466	0.819599
-0.339466	0.820597
-0.338466	0.821592
-0.337466	0.822585
-0.336466	0.823576
-0.335466	0.824565
-0.334467	0.825551
-0.333467	0.826535
-0.332467	0.827517
-0.331467	0.828497
-0.330467	0.829474
-0.329467	0.830449
-0.328467	0.831421
-0.327467	0.832392
-0.326467	0.83336
-0.325467	0.834325
-0.324468	0.835289
-0.323468	0.83625
-0.322468	0.837208
-0.321468	0.838165
-0.320468	0.839119
-0.319468	0.84007
-0.318468	0.84102
-0.317468	0.841967
-0.316468	0.842911
-0.315468	0.843854
-0.314469	0.844793
-0.313469	0.845731
-0.312469	0.846666
-0.311469	0.847598
-0.310469	0.848529
-0.309469	0.849457
-0.308469	0.850382
-0.307469	0.851305
-0.306469	0.852226
-0.305469	0.853144
-0.30447	0.85406
-0.30347	0.854973
-0.30247	0.855884
-0.30147	0.856792
-0.30047	0.857698
-0.29947	0.858602
-0.29847	0.859503
-0.29747	0.860401
-0.29647	0.861297
-0.29547	0.862191
-0.294471	0.863082
-0.293471	0.863971
-0.292471	0.864857
-0.291471	0.865741
-0.290471	0.866622
-0.289471	0.8675
-0.288471	0.868376
-0.287471	0.86925
-0.286471	0.870121
-0.285471	0.87099
-0.284472	0.871856
-0.283472	0.872719
-0.282472	0.87358
-0.281472	0.874438
-0.280472	0.875294
-0.279472	0.876147
-0.278472	0.876998
-0.277472	0.877846
-0.276472	0.878692
-0.275472	0.879535
-0.274473	0.880375
-0.273473	0.881213
-0.272473	0.882048
-0.271473	0.88288
-0.270473	0.88371
-0.269473	0.884538
-0.268473	0.885362
-0.267473	0.886185
-0.266473	0.887004
-0.265473	0.887821
-0.264474	0.888635
-0.263474	0.889447
-0.262474	0.890256
-0.261474	0.891062
-0.260474	0.891866
-0.259474	0.892667
-0.258474	0.893465
-0.257474	0.894261
-0.256474	0.895054
-0.255474	0.895844
-0.254475	0.896631
-0.253475	0.897416
-0.252475	0.898199
-0.251475	0.898978
-0.250475	0.899755
-0.249475	0.900529
-0.248475	0.901301
-0.247475	0.902069
-0.246475	0.902835
-0.245475	0.903599
-0.244476	0.904359
-0.243476	0.905117
-0.242476	0.905872
-0.241476	0.906624
-0.240476	0.907374
-0.239476	0.908121
-0.238476	0.908865
-0.237476	0.909606
-0.236476	0.910345
-0.235476	0.911081
-0.234477	0.911814
-0.233477	0.912544
-0.232477	0.913271
-0.231477	0.913996
-0.230477	0.914718
-0.229477	0.915437
-0.228477	0.916154
-0.227477	0.916867
-0.226477	0.917578
-0.225477	0.918286
-0.224478	0.918991
-0.223478	0.919693
-0.222478	0.920392
-0.221478	0.921089
-0.220478	0.921783
-0.219478	0.922474
-0.218478	0.923162
-0.217478	0.923847
-0.216478	0.92453
-0.215478	0.925209
-0.214479	0.925886
-0.213479	0.92656
-0.212479	0.927231
-0.211479	0.927899
-0.210479	0.928564
-0.209479	0.929227
-0.208479	0.929886
-0.207479	0.930543
-0.206479	0.931197
-0.205479	0.931848
-0.20448	0.932495
-0.20348	0.933141
-0.20248	0.933783
-0.20148	0.934422
-0.20048	0.935058
-0.19948	0.935692
-0.19848	0.936322
-0.19748	0.93695
-0.19648	0.937575
-0.19548	0.938196
-0.194481	0.938815
-0.193481	0.939431
-0.192481	0.940044
-0.191481	0.940654
-0.190481	0.941261
-0.189481	0.941865
-0.188481	0.942467
-0.187481	0.943065
-0.186481	0.94366
-0.185481	0.944252
-0.184482	0.944842
-0.183482	0.945428
-0.182482	0.946011
-0.181482	0.946592
-0.180482	0.947169
-0.179482	0.947744
-0.178482	0.948315
-0.177482	0.948884
-0.176482	0.949449
-0.175482	0.950012
-0.174483	0.950571
-0.173483	0.951128
-0.172483	0.951681
-0.171483	0.952232
-0.170483	0.952779
-0.169483	0.953324
-0.168483	0.953865
-0.167483	0.954403
-0.166483	0.954939
-0.165483	0.955471
-0.164484	0.956
-0.163484	0.956527
-0.162484	0.95705
-0.161484	0.95757
-0.160484	0.958087
-0.159484	0.958601
-0.158484	0.959112
-0.157484	0.95962
-0.156484	0.960125
-0.155484	0.960627
-0.154485	0.961126
-0.153485	0.961622
-0.152485	0.962114
-0.151485	0.962604
-0.150485	0.963091
-0.149485	0.963574
-0.148485	0.964054
